,timestamp,value,trend,seasonal,residual
0,2014-07-06 20:10:00,0.064534524,,,
1,2014-07-06 20:15:00,0.064295318,,,
2,2014-07-06 20:20:00,0.063879838,,,
3,2014-07-06 20:25:00,0.065691833,,,
4,2014-07-06 20:35:00,0.056301242,,,
5,2014-07-06 20:40:00,0.067750636,,,
6,2014-07-06 20:45:00,0.0,,,
7,2014-07-06 20:55:00,0.0652879079999999,,,
8,2014-07-06 21:00:00,0.063178539,,,
9,2014-07-06 21:05:00,0.0,,,
10,2014-07-06 21:10:00,0.0,,,
11,2014-07-06 21:15:00,0.0,,,
12,2014-07-07 16:15:00,0.0659320759999999,,,
13,2014-07-07 16:20:00,0.068277308,,,
14,2014-07-07 16:25:00,0.0,,,
15,2014-07-07 16:35:00,0.062787234,,,
16,2014-07-07 16:40:00,0.0665775659999999,,,
17,2014-07-07 16:45:00,0.077044715,,,
18,2014-07-07 16:50:00,0.075116301,,,
19,2014-07-07 16:55:00,0.07199654,,,
20,2014-07-07 17:00:00,0.0,,,
21,2014-07-07 17:05:00,0.0,,,
22,2014-07-07 17:25:00,0.061142873,,,
23,2014-07-07 17:30:00,0.0,,,
24,2014-07-07 17:35:00,0.04943192,,,
25,2014-07-07 17:45:00,0.071269501,,,
26,2014-07-07 17:50:00,0.064887449,,,
27,2014-07-07 17:55:00,0.079126387,,,
28,2014-07-07 18:00:00,0.079692364,,,
29,2014-07-07 18:05:00,0.064561804,,,
30,2014-07-07 18:10:00,0.076985488,,,
31,2014-07-07 18:15:00,0.071985259,,,
32,2014-07-07 18:20:00,0.066090552,,,
33,2014-07-07 18:25:00,0.064693249,,,
34,2014-07-07 18:30:00,0.064608783,,,
35,2014-07-07 18:35:00,0.067478103,,,
36,2014-07-07 18:40:00,0.069862932,,,
37,2014-07-07 18:45:00,0.06589513,,,
38,2014-07-07 18:50:00,0.065224467,,,
39,2014-07-07 18:55:00,0.058982897,,,
40,2014-07-07 19:00:00,0.0,,,
41,2014-07-07 19:30:00,0.0,,,
42,2014-07-07 20:10:00,0.0,,,
43,2014-07-07 20:15:00,0.075375982,,,
44,2014-07-07 20:20:00,0.068337687,,,
45,2014-07-07 20:25:00,0.077055882,,,
46,2014-07-07 20:30:00,0.085102868,,,
47,2014-07-07 20:35:00,0.074617078,,,
48,2014-07-07 20:40:00,0.073783769,,,
49,2014-07-07 20:45:00,0.067219689,,,
50,2014-07-07 20:50:00,0.082650582,,,
51,2014-07-07 20:55:00,0.071369655,,,
52,2014-07-07 21:00:00,0.074396641,,,
53,2014-07-07 21:05:00,0.11970953,,,
54,2014-07-07 21:10:00,0.067314457,,,
55,2014-07-07 21:15:00,0.072558182,,,
56,2014-07-07 21:20:00,0.067285087,,,
57,2014-07-07 21:25:00,0.070712037,,,
58,2014-07-07 21:30:00,0.064641756,,,
59,2014-07-07 21:35:00,0.073068096,,,
60,2014-07-07 21:40:00,0.0705747479999999,,,
61,2014-07-07 21:45:00,0.066541138,,,
62,2014-07-07 21:50:00,0.070966409,,,
63,2014-07-07 21:55:00,0.072068935,,,
64,2014-07-07 22:00:00,0.068014095,,,
65,2014-07-07 22:05:00,0.069069546,,,
66,2014-07-07 22:10:00,0.066306158,,,
67,2014-07-07 22:15:00,0.071656362,,,
68,2014-07-07 22:20:00,0.070537682,,,
69,2014-07-07 22:25:00,0.069981819,,,
70,2014-07-07 22:30:00,0.063712692,,,
71,2014-07-07 22:35:00,0.0759290659999999,,,
72,2014-07-07 22:40:00,0.068992963,,,
73,2014-07-07 22:45:00,0.073445647,,,
74,2014-07-07 22:50:00,0.07052242,,,
75,2014-07-07 22:55:00,0.226947951,,,
76,2014-07-07 23:00:00,0.0770232,,,
77,2014-07-07 23:05:00,0.072146928,,,
78,2014-07-07 23:10:00,0.070184442,,,
79,2014-07-07 23:15:00,0.071785589,,,
80,2014-07-07 23:20:00,0.0714349079999999,,,
81,2014-07-07 23:25:00,0.065622919,,,
82,2014-07-07 23:30:00,0.081242128,,,
83,2014-07-07 23:35:00,0.093692864,,,
84,2014-07-07 23:40:00,0.090847328,,,
85,2014-07-07 23:45:00,0.086801539,,,
86,2014-07-07 23:50:00,0.072789827,,,
87,2014-07-07 23:55:00,0.0752739229999999,,,
88,2014-07-08 00:00:00,0.0,,,
89,2014-07-08 00:05:00,0.074694667,,,
90,2014-07-08 00:10:00,0.070129173,,,
91,2014-07-08 00:20:00,0.080410458,,,
92,2014-07-08 00:25:00,0.067807492,,,
93,2014-07-08 00:30:00,0.081913164,,,
94,2014-07-08 00:35:00,0.0,,,
95,2014-07-08 00:40:00,0.112033203,,,
96,2014-07-08 00:45:00,0.089263947,,,
97,2014-07-08 00:50:00,0.071310352,,,
98,2014-07-08 00:55:00,0.073491377,,,
99,2014-07-08 01:00:00,0.062912334,,,
100,2014-07-08 01:05:00,0.060903851,,,
101,2014-07-08 01:10:00,0.055824222,,,
102,2014-07-08 01:15:00,0.062922219,,,
103,2014-07-08 01:20:00,0.0772256259999999,,,
104,2014-07-08 01:25:00,0.083142297,,,
105,2014-07-08 01:30:00,0.078444249,,,
106,2014-07-08 01:35:00,0.0702879429999999,,,
107,2014-07-08 01:40:00,0.067850363,,,
